salary,tenureMonths,engagementScore,performanceScore,absenteeismDays,overtimeHours,lastPromotionMonths,trainingHours,attrition
34165.03,38,3.44,4.29,5,2.3,38,36.4,1
120551.3,25,4.28,2.36,8,0.3,5,19.7,0
36404.76,32,3.56,3.75,4,7.3,12,22.2,0
45380.51,47,2.66,4.23,3,4.2,3,31.8,0
44919.94,26,4.17,2.57,4,13.4,23,31.8,0
85645.31,30,4.33,3.75,6,2.8,17,15.6,0
53210.98,55,2.55,2.77,2,2.6,38,16.8,1
98626.65,41,5.0,4.32,5,18.3,10,42.8,0
45734.3,29,3.2,2.38,6,0.8,14,19.3,0
66943.06,34,3.96,2.88,2,1.5,12,40.2,0
42867.15,33,3.78,3.59,9,3.3,33,42.3,0
141217.94,8,2.64,4.0,3,3.7,8,18.3,0
37233.37,35,2.84,3.56,4,4.0,21,52.2,1
67773.62,13,3.25,3.85,7,1.2,13,7.7,0
77150.3,60,1.7,3.12,3,13.1,11,45.7,1
70651.85,12,3.86,2.74,2,6.1,12,34.8,0
55597.02,24,1.68,4.53,4,1.5,24,23.2,0
56844.33,21,3.21,3.85,3,1.7,18,107.2,1
60932.66,73,2.66,3.16,4,10.6,40,71.0,0
56455.0,58,3.66,2.34,5,2.4,21,35.0,0
88040.45,4,1.44,4.36,4,4.1,4,46.0,0
144959.43,31,1.87,4.39,7,0.6,13,19.4,0
47906.35,14,2.72,3.35,6,1.4,14,21.5,0
34616.26,35,3.62,3.04,3,2.7,23,20.9,0
57796.71,46,3.38,3.32,10,5.3,16,9.0,0
168027.63,37,4.04,3.35,2,1.6,37,11.3,0
43413.69,48,3.29,4.04,5,15.1,11,13.6,1
115340.83,27,3.19,2.7,2,1.2,6,20.7,0
117134.76,37,2.34,3.09,3,7.5,8,13.2,1
47981.21,47,3.02,3.37,3,2.3,15,24.2,0
75176.45,24,3.18,3.68,3,9.0,23,31.9,0
114847.29,18,1.56,4.11,5,12.8,17,70.9,0
51449.13,20,2.49,3.72,4,1.0,5,16.4,1
55191.7,29,3.57,4.73,4,3.4,15,37.1,0
47445.06,32,3.34,2.81,3,0.8,28,42.0,0
39898.63,39,3.0,4.52,3,6.1,33,18.4,0
46179.4,19,2.71,2.83,3,8.9,4,35.9,0
36696.03,48,1.81,3.22,9,2.5,9,39.4,1
60696.02,82,1.46,3.77,2,2.5,10,64.7,0
44002.9,21,2.95,4.32,5,1.1,21,37.2,1
65743.39,108,4.39,3.22,4,1.8,43,47.6,0
32133.09,88,3.23,3.77,2,2.0,15,28.1,1
68346.94,32,4.02,3.28,2,0.8,13,46.3,0
83567.64,29,2.26,1.89,7,1.9,29,34.2,0
26970.68,20,3.43,3.47,9,11.9,20,57.1,0
69537.58,52,2.64,2.63,7,2.0,7,27.8,1
97837.93,33,2.61,4.39,2,1.6,33,38.2,0
36906.52,35,3.8,4.39,3,2.4,11,45.9,1
116894.72,18,3.1,2.91,4,16.1,5,12.4,0
70799.53,53,2.09,2.81,7,7.2,12,11.2,1
45161.28,27,3.28,3.06,7,1.1,16,16.4,0
58553.28,15,2.63,3.87,5,7.0,15,16.3,1
74856.69,30,2.04,3.88,2,7.3,30,13.8,1
61722.4,19,2.4,5.0,5,15.0,19,27.9,1
74272.97,66,4.84,3.28,5,11.1,11,61.2,0
41428.76,88,4.17,3.56,5,0.5,9,57.6,0
64070.82,31,1.59,4.85,5,3.0,11,50.1,0
34013.55,58,3.05,3.7,8,6.1,39,46.0,0
57268.7,57,3.11,2.74,3,18.1,13,11.0,1
41707.53,2,2.99,3.74,5,0.4,2,52.4,1
44613.33,21,2.67,3.99,2,2.3,4,24.9,1
98168.17,34,3.8,3.26,6,3.4,33,35.7,1
92644.42,24,3.95,4.06,4,2.7,23,45.5,0
76393.68,19,4.04,3.99,11,3.0,19,39.5,0
38679.88,59,3.46,3.18,8,2.3,8,36.0,1
52756.2,23,3.69,4.59,4,17.6,23,39.0,1
97269.34,39,2.92,2.95,4,8.1,5,8.4,0
63366.26,56,1.94,3.81,5,6.7,18,36.4,0
151407.75,69,1.92,3.08,5,2.6,15,17.2,0
70075.4,15,2.52,2.31,4,10.7,3,36.1,1
64654.93,16,3.04,3.75,8,0.5,16,32.5,0
52910.31,36,2.17,4.85,7,0.8,4,26.2,0
63159.36,7,2.3,3.46,7,15.4,3,41.2,0
56331.66,17,2.9,2.45,2,4.2,4,73.6,0
79478.63,63,3.89,3.66,6,0.9,32,21.5,0
87788.07,46,3.47,2.93,7,14.9,23,21.2,0
43721.89,29,2.51,4.24,3,18.4,4,29.9,1
35154.46,42,3.24,3.34,5,10.7,18,7.5,1
28724.85,47,2.14,2.26,3,1.4,17,25.8,1
73364.58,11,2.51,3.86,5,1.6,11,33.3,0
38509.23,23,1.87,3.65,5,2.6,14,41.1,0
25307.19,67,3.54,3.29,6,4.3,33,23.4,0
69942.69,36,2.97,2.77,2,24.3,15,41.6,1
162299.68,38,3.07,4.75,9,15.6,9,19.9,0
59728.92,31,3.84,3.18,9,12.7,8,27.0,1
83733.66,8,2.4,4.13,4,0.5,3,46.1,1
61866.35,21,3.57,3.18,4,7.1,6,71.8,0
57552.0,40,4.79,3.98,2,10.5,6,63.4,0
86476.73,23,2.41,3.54,3,2.0,9,44.4,0
53310.58,15,1.95,3.52,10,1.2,15,38.0,0
66633.11,17,2.19,2.92,9,6.9,17,12.4,1
68096.37,68,3.51,3.87,8,0.5,68,11.5,0
45833.19,23,4.6,4.48,6,14.1,9,53.6,0
89037.86,61,4.56,2.78,3,0.8,5,50.3,0
55827.18,38,3.88,2.92,6,3.1,2,5.3,1
44254.04,27,3.9,5.0,8,20.3,15,13.5,1
74206.27,19,3.57,2.8,5,22.2,19,19.1,0
41798.38,46,3.78,3.11,5,7.5,17,28.9,0
60552.89,56,3.44,4.47,2,9.1,11,23.1,0
59656.14,49,2.56,4.49,3,17.1,49,27.8,0
92443.99,12,4.57,1.8,8,13.1,12,37.0,0
72394.04,23,4.27,4.04,11,4.9,5,20.9,0
59277.74,24,2.58,3.36,4,6.6,22,17.2,0
83042.39,7,3.72,3.4,5,4.5,7,24.9,0
104410.24,41,4.37,4.32,4,3.5,15,46.0,0
74841.22,45,3.53,3.26,3,10.6,26,84.5,0
60122.6,44,3.04,3.14,3,6.7,36,14.0,0
35428.27,40,4.34,3.27,5,9.8,18,57.8,0
39103.0,26,3.4,3.26,4,0.5,20,23.5,0
52992.74,18,2.7,3.74,5,4.3,4,86.0,0
46919.8,26,2.28,4.43,5,2.0,5,19.9,0
55559.59,38,1.0,3.8,2,3.6,31,31.2,1
61246.38,64,4.78,3.49,1,4.7,4,63.7,0
74004.2,33,2.53,3.88,1,9.3,9,35.0,1
58209.3,32,3.97,4.05,1,0.2,13,27.9,0
72736.65,7,2.46,3.9,4,0.9,7,34.8,0
61438.37,40,3.33,3.03,7,12.7,7,24.6,1
27168.5,66,3.56,3.8,2,17.1,46,38.9,1
41120.66,29,2.21,2.02,2,0.3,29,45.9,0
56520.86,28,3.97,4.57,7,2.0,28,16.7,0
36905.73,25,3.04,4.57,1,0.0,0,26.4,0
76112.78,47,3.64,4.12,6,7.1,28,16.7,0
110448.03,7,4.36,4.37,7,5.7,7,13.3,0
97489.97,61,3.79,3.45,3,4.2,10,27.3,0
54974.4,27,3.12,2.97,5,5.9,15,31.7,1
108693.85,40,4.76,2.62,7,3.9,18,49.9,0
63542.67,49,3.16,4.21,6,1.4,9,32.0,0
52321.65,17,3.27,2.97,11,7.0,16,13.5,0
46846.84,31,3.07,3.24,4,7.6,19,90.4,0
53051.17,27,2.22,3.66,9,9.6,27,21.6,1
51263.24,14,2.13,3.47,9,15.4,11,29.7,0
64097.87,56,2.76,3.69,7,6.9,21,23.7,1
63846.02,26,2.39,2.23,5,0.3,23,11.5,0
59947.14,14,2.98,3.34,3,0.1,14,4.9,0
71308.82,32,3.86,4.08,4,6.7,6,35.8,0
96399.71,11,2.87,3.2,6,0.3,11,11.5,0
87537.42,23,3.38,2.9,4,1.9,9,28.4,0
33058.73,38,2.8,4.17,4,0.7,8,8.7,0
21556.48,10,5.0,3.2,7,17.4,10,74.1,0
87005.62,46,4.41,3.63,2,1.9,13,35.4,0
34656.78,33,3.0,3.35,2,0.3,22,22.3,1
54725.98,50,3.42,3.5,5,14.9,24,43.5,0
37494.7,49,2.13,4.57,5,4.7,39,38.2,1
29120.8,23,3.03,3.9,3,0.2,6,11.7,1
74353.43,23,2.72,2.64,4,9.0,23,42.0,0
81118.15,42,3.79,3.24,6,0.8,32,69.1,0
47543.29,15,2.46,3.21,4,8.1,11,21.2,0
21238.76,15,4.53,3.65,1,4.6,15,55.1,0
48122.36,21,3.15,4.14,2,1.0,4,19.9,1
70032.98,12,2.5,3.52,3,7.0,12,38.6,0
33137.98,13,3.23,3.5,9,3.0,13,50.0,0
64430.6,14,3.79,1.94,3,5.1,13,6.0,1
59508.6,26,3.62,4.43,5,10.2,19,27.6,0
75487.07,25,3.33,3.38,3,1.5,4,36.2,0
62807.65,54,3.9,3.68,2,2.3,9,19.7,0
40569.52,26,3.85,3.68,5,29.5,26,30.1,1
96628.46,30,3.86,2.96,6,3.5,6,13.1,0
56195.29,79,2.98,3.33,4,4.1,15,33.0,0
59223.77,5,2.97,2.96,9,1.7,5,27.3,0
41220.58,35,3.03,4.47,10,2.7,10,19.4,1
50145.65,27,2.8,1.94,5,3.5,18,18.6,0
42027.48,38,3.28,2.83,5,1.5,38,17.5,0
55872.16,22,3.2,3.27,3,1.4,22,30.5,0
118739.04,26,4.52,4.55,6,4.6,5,25.1,0
34587.22,62,2.8,4.0,6,1.0,49,60.9,0
31400.39,41,2.41,2.35,3,4.0,38,46.2,0
107846.92,27,3.72,3.42,5,6.1,4,55.6,0
55065.05,19,3.26,4.0,7,1.1,19,45.9,0
45815.19,15,2.65,5.0,6,6.8,15,20.1,1
90758.91,23,3.83,3.26,7,2.2,2,19.0,1
46992.99,28,2.98,2.67,3,24.5,6,15.6,1
124293.86,79,4.42,3.73,7,19.3,36,49.9,0
78524.84,34,2.44,3.47,5,8.0,5,14.9,0
49258.41,20,2.74,3.82,8,2.1,20,19.8,0
141906.45,5,3.3,3.98,8,13.8,5,41.3,1
46991.12,18,4.29,3.72,7,33.5,12,36.3,1
80566.5,23,2.63,3.87,6,3.1,23,10.7,0
67488.81,36,3.5,4.64,6,4.8,19,25.3,0
100780.13,23,2.27,3.3,6,0.0,23,20.1,0
111815.39,81,3.93,2.64,12,0.2,19,21.7,0
60645.56,27,2.68,3.72,5,3.5,21,21.9,0
44295.26,55,3.7,2.6,7,4.7,52,38.7,0
71968.86,9,3.74,2.71,4,1.9,9,22.0,1
45657.07,30,1.75,2.92,6,0.5,2,33.7,0
133967.82,18,3.37,2.62,6,7.6,18,38.2,0
63235.06,56,2.8,4.32,6,2.7,11,14.8,1
51734.05,24,3.6,3.53,2,5.2,24,54.5,0
64464.64,63,2.5,3.99,4,5.3,17,38.3,0
34931.68,45,2.73,3.86,4,4.0,16,37.8,0
40593.14,22,4.16,3.35,2,1.0,11,73.7,1
96777.09,15,4.1,4.17,6,4.8,12,68.1,0
46038.91,19,2.4,3.16,6,1.9,19,31.2,1
39388.75,26,4.64,3.38,2,8.5,9,45.2,0
74210.51,45,1.13,3.0,5,1.1,10,54.7,0
96209.33,31,3.37,4.48,4,1.7,2,22.4,0
79824.15,50,2.17,3.43,4,2.9,6,47.4,1
89180.62,66,3.5,3.92,5,6.7,28,54.8,0
44235.46,32,2.99,3.09,8,6.4,29,11.5,1
33903.57,16,2.39,4.09,5,2.1,1,26.9,0
109156.01,39,2.61,4.04,5,3.6,8,32.2,0
52624.03,86,2.57,2.36,6,1.3,26,29.8,0
54158.31,51,3.26,3.5,4,7.4,3,58.9,0
101852.16,37,3.98,3.58,8,1.1,9,34.5,1
74793.93,17,4.77,3.29,4,8.6,17,18.9,0
71851.38,27,3.06,4.47,3,13.8,3,26.2,1
142343.86,10,3.44,2.65,9,23.9,10,29.5,0
46285.9,14,4.15,3.19,6,9.7,6,54.0,0
86780.4,39,2.84,2.91,1,1.3,20,8.1,0
61255.28,8,2.57,4.22,6,2.7,8,26.1,0
66665.1,25,4.76,2.78,6,0.5,25,35.2,0
110347.24,13,3.06,2.22,2,0.9,3,38.0,0
73360.01,15,3.37,3.8,6,0.3,15,22.2,0
74259.31,32,1.92,3.4,6,5.1,27,39.9,0
91950.25,19,2.78,4.23,3,3.8,19,8.4,0
51741.68,11,4.71,4.07,5,12.4,4,28.5,0
42800.97,22,3.57,3.47,3,3.1,11,42.2,1
39421.88,11,3.18,2.49,9,5.1,11,58.1,1
27267.68,61,4.31,2.66,6,2.6,46,46.6,0
136282.18,46,1.88,2.26,5,8.8,18,15.7,1
38511.67,46,2.87,3.4,9,13.0,6,21.8,0
54802.91,18,5.0,3.04,6,2.8,6,48.7,0
53598.41,40,3.16,3.37,5,0.4,7,25.2,0
67708.21,35,3.15,3.62,5,0.9,10,39.0,0
82975.02,19,4.14,4.83,4,6.4,17,55.6,0
84473.18,30,4.2,3.91,3,2.0,30,51.6,0
47418.56,10,2.16,3.55,5,7.7,10,26.7,0
56002.48,15,3.54,2.4,3,6.9,15,26.9,0
67039.14,29,4.6,3.52,7,5.9,29,28.3,0
54204.74,23,2.69,4.12,5,8.4,11,66.3,1
113884.29,38,2.9,3.77,4,7.1,25,43.4,0
72866.92,19,3.22,2.77,8,5.0,19,13.4,1
80334.23,25,3.76,3.24,3,0.0,13,26.4,0
78053.71,31,2.06,3.55,4,3.6,4,20.9,0
95739.82,18,1.0,3.21,3,4.5,18,59.9,0
64370.36,24,3.37,3.07,7,16.2,16,19.6,0
35641.54,35,4.13,2.0,3,5.3,27,11.4,1
70254.19,71,2.95,2.96,9,4.3,13,55.5,0
46141.0,18,2.71,3.68,3,3.9,16,26.6,1
48462.88,23,3.07,4.11,3,0.5,23,56.9,0
75700.92,51,4.48,3.55,3,2.8,48,35.5,1
98254.2,58,2.67,4.24,3,0.7,6,22.9,0
60385.76,42,3.66,3.45,6,0.3,8,62.1,0
67746.85,57,2.28,2.89,8,2.0,18,78.9,1
118288.99,18,2.32,3.17,0,5.2,18,87.5,1
65926.86,54,3.88,3.85,3,10.1,19,49.9,0
169511.02,47,4.51,3.31,7,8.3,20,14.9,0
75072.07,14,3.91,3.05,3,1.7,10,32.3,0
29604.89,25,1.56,2.41,7,0.2,10,17.4,1
80929.74,6,2.86,2.87,2,2.6,6,23.8,0
69735.4,33,3.39,3.22,6,1.9,26,48.8,0
100298.01,54,3.25,3.09,4,2.3,2,17.6,0
78375.96,22,1.66,2.82,5,4.1,4,20.9,0
56648.32,16,2.16,4.59,3,0.2,13,6.7,0
36690.78,15,2.56,3.92,6,2.3,15,38.3,0
55071.67,30,3.15,5.0,6,4.1,0,30.5,0
42607.77,42,1.65,2.38,7,2.8,20,21.1,0
47467.03,71,3.68,3.72,3,5.5,9,6.5,0
75768.0,5,3.13,3.2,2,1.0,5,20.5,0
116770.04,67,2.37,3.51,8,0.8,9,10.5,0
70113.36,34,3.35,4.8,2,1.8,12,24.1,0
37110.19,52,2.05,2.28,8,0.5,47,45.9,1
71527.77,46,3.16,3.1,4,1.3,14,28.3,0
96630.78,31,1.76,2.98,7,0.5,31,18.6,1
46914.72,31,1.88,3.1,4,2.6,21,32.5,1
56748.99,39,2.84,2.02,7,6.2,24,18.6,1
60226.95,26,2.63,4.4,3,1.7,26,30.5,0
43740.98,27,3.51,4.43,5,0.0,8,36.3,1
77599.18,43,3.19,3.91,6,4.1,27,14.0,0
57046.43,18,4.88,2.56,8,5.9,18,6.9,0
70814.07,55,2.99,3.69,7,2.5,23,43.3,0
41982.29,53,1.0,4.11,5,1.8,34,5.9,1
50262.61,23,1.57,3.77,9,3.4,5,35.3,1
79933.68,43,2.24,3.47,6,0.5,3,28.9,1
51578.84,40,5.0,4.49,9,5.2,30,38.0,0
119465.81,21,3.17,3.0,6,6.6,9,36.9,0
51028.8,45,4.09,3.38,9,6.1,3,58.7,0
65504.48,69,4.01,3.94,5,2.0,3,23.0,0
86945.46,56,2.19,3.72,8,9.2,50,14.9,0
33950.33,11,1.77,3.89,4,14.7,11,39.5,1
29604.35,41,3.71,3.87,5,1.8,21,30.5,1
32524.13,51,1.42,3.87,0,1.5,49,13.4,1
99213.92,20,3.98,3.24,2,6.1,19,24.4,0
48014.42,55,3.11,3.01,2,6.2,3,21.2,0
166588.12,19,3.69,3.6,2,3.6,12,63.7,1
47777.06,26,3.44,4.56,2,12.8,3,48.9,0
64461.31,19,3.49,3.48,2,0.8,19,19.4,0
110951.0,17,3.28,3.92,2,3.2,11,44.8,0
133577.51,38,3.43,3.58,11,0.2,38,10.4,0
136571.21,12,3.24,4.92,6,0.3,12,28.2,0
97085.42,27,2.1,3.4,3,0.3,7,59.5,0
90185.6,38,2.88,3.92,3,3.4,29,11.5,1
75887.77,19,4.94,3.0,5,4.4,5,34.7,0
81743.73,61,3.45,2.72,5,0.0,4,68.0,0
48027.34,28,4.11,3.5,2,5.0,21,92.3,0
43162.2,75,2.41,4.33,5,3.4,18,42.1,0
59793.38,11,2.4,3.94,7,1.3,6,23.7,1
55933.91,39,2.24,2.04,6,0.1,6,35.2,0
49946.55,35,2.13,4.01,3,0.8,23,43.3,0
79106.87,24,1.9,2.43,6,4.6,24,41.1,0
87739.03,32,3.39,4.09,1,5.4,18,19.5,1
62029.34,43,2.92,3.88,11,5.2,19,47.8,0
108121.63,48,3.9,3.4,4,0.8,19,26.0,0
37923.43,29,2.95,4.01,5,12.1,24,21.1,0
55411.16,40,1.28,3.32,4,2.6,9,47.4,0
44948.43,18,3.55,3.6,1,7.3,18,39.1,1
28378.45,48,1.58,2.49,5,0.9,46,73.4,0
57926.35,67,3.37,3.32,6,3.2,19,22.7,0
57028.19,50,2.58,4.15,7,3.7,34,22.6,0
109686.32,19,3.39,2.57,6,7.4,19,31.8,0
77058.85,16,2.05,4.07,8,4.9,16,61.4,1
39748.42,102,3.82,2.09,4,2.5,41,79.0,0
125697.94,65,3.23,2.67,11,1.7,39,99.7,0
97578.6,48,2.92,3.28,7,18.1,37,15.1,1
75571.85,70,1.84,3.61,8,1.7,8,68.3,0
54688.37,31,4.65,3.1,6,0.7,31,105.6,0
40791.31,47,2.47,3.08,7,1.8,18,54.5,0
51591.76,60,3.41,4.28,2,2.0,29,8.3,0
92549.55,26,2.44,4.33,6,0.7,20,30.7,0
127240.53,41,5.0,3.2,3,6.2,41,36.6,0
111001.32,57,3.32,3.22,6,4.8,31,91.4,0
49239.93,15,2.71,3.3,6,1.9,15,26.6,0
38259.72,25,3.68,5.0,3,24.8,25,25.0,0
63345.21,56,3.8,3.51,9,5.3,20,44.9,0
29514.13,35,3.52,4.6,3,6.1,35,22.6,0
68136.42,33,2.94,4.01,6,4.1,7,97.0,0
56441.44,30,3.55,3.43,5,4.0,21,12.5,0
49691.31,59,3.08,3.05,2,0.1,29,57.4,0
31638.14,17,3.18,4.05,6,7.4,17,23.5,0
73529.36,23,2.57,2.95,6,12.1,23,35.0,0
48383.77,12,2.03,3.23,4,0.7,11,54.7,0
37497.64,26,3.65,3.96,8,7.9,4,34.2,0
18979.13,34,3.69,3.33,2,3.8,34,21.8,1
59218.78,7,4.24,3.22,6,1.7,7,73.0,0
121649.67,18,3.24,3.28,7,12.7,7,7.9,0
116366.93,35,3.03,3.02,4,0.1,13,14.1,0
49869.33,41,2.07,3.81,4,1.6,3,9.9,1
47057.01,79,3.17,3.53,7,10.9,8,33.2,0
72222.7,44,3.49,2.55,5,3.3,20,72.5,0
40160.77,28,1.74,3.16,1,4.6,28,12.0,1
67556.31,34,4.06,3.24,3,6.9,12,60.8,0
81343.17,35,2.63,3.24,5,0.8,9,23.0,0
97809.14,23,3.04,3.92,3,1.2,10,28.2,0
57522.9,36,3.68,3.01,4,33.0,12,86.3,1
55189.64,23,3.19,5.0,5,1.4,23,15.0,0
42142.29,37,4.32,4.47,4,3.9,37,52.5,0
43012.58,30,3.7,4.47,1,1.8,3,21.8,0
54688.48,27,3.08,2.78,9,9.5,9,40.5,0
69351.72,28,1.0,2.08,3,16.3,3,58.8,1
86286.97,48,4.0,3.26,10,0.8,8,39.8,0
43422.3,46,2.26,3.71,2,4.6,16,61.7,1
108779.2,26,3.88,3.39,2,8.3,4,28.3,0
53720.53,47,3.59,3.13,4,8.7,29,52.5,0
59364.58,30,3.04,2.28,7,2.9,7,43.1,0
44405.35,30,3.96,3.03,5,1.3,27,30.0,0
22704.17,24,3.62,3.33,2,2.4,10,67.7,0
85273.43,74,3.46,3.15,6,7.0,14,26.8,0
80397.44,70,1.83,3.15,6,25.4,25,33.7,1
53501.71,20,3.23,2.94,4,4.0,20,14.2,1
61500.24,26,2.21,4.66,4,1.1,11,43.7,1
73598.19,39,2.32,4.0,3,0.2,3,24.7,0
32047.73,43,2.91,4.17,1,14.4,43,21.5,0
48454.42,16,4.37,3.69,5,3.3,16,24.2,0
82265.4,17,3.49,2.57,4,6.3,9,20.8,0
36253.25,2,3.55,4.02,2,5.4,2,48.5,0
67334.17,43,3.82,4.44,2,11.1,20,36.7,1
34799.81,11,2.5,4.55,8,1.5,11,13.1,1
72155.01,20,1.94,3.94,6,2.9,5,43.2,0
59026.6,51,1.8,3.5,4,12.2,14,9.8,1
31380.67,50,3.38,3.5,4,4.4,5,48.5,0
95405.9,72,3.99,3.86,3,0.4,64,27.3,0
44630.08,85,3.93,2.35,3,1.1,40,59.1,0
43299.62,125,2.54,3.95,5,1.4,41,21.9,0
64875.65,25,4.28,3.16,4,25.4,2,15.1,0
94793.39,21,4.83,5.0,7,1.3,12,33.3,0
39881.64,40,3.69,3.29,7,10.2,5,45.8,0
61369.73,12,4.39,3.64,5,0.4,12,6.5,0
71077.53,27,3.9,3.6,5,1.0,1,21.1,0
79003.09,34,3.02,3.02,4,10.3,34,35.6,0
64252.55,42,2.67,3.82,3,11.5,13,11.6,0
51698.75,44,1.91,3.74,4,1.0,14,43.6,0
43000.37,27,2.84,4.22,2,1.3,15,32.3,0
61973.21,13,3.01,4.0,2,3.8,6,35.5,0
38993.27,15,3.03,3.63,6,0.3,15,76.6,1
18610.1,7,3.11,2.93,7,14.5,7,40.0,0
71298.03,22,1.37,2.95,2,2.2,21,21.0,1
85954.55,12,3.82,4.66,4,3.4,0,19.0,0
23267.83,23,3.92,3.56,7,0.6,23,25.8,0
39978.92,40,3.5,4.95,2,0.2,4,64.0,0
76700.36,14,2.26,2.93,6,3.2,4,27.8,0
136352.43,33,3.49,5.0,5,0.6,16,28.8,0
60374.22,26,3.22,2.84,9,5.0,19,40.5,1
44747.86,39,3.58,3.19,5,7.9,39,78.4,0
55650.23,44,4.44,3.81,3,0.2,19,65.0,1
103771.91,25,3.06,4.2,5,4.7,25,27.7,0
46240.64,32,3.35,3.97,2,8.5,23,15.1,0
43491.6,26,2.51,2.16,15,2.9,26,30.2,1
49360.34,23,3.94,3.1,8,16.1,23,42.6,0
40891.13,20,3.76,2.7,6,0.6,12,51.6,1
62885.33,42,3.37,2.53,4,2.0,9,30.5,0
114676.61,65,2.36,3.49,10,1.3,13,79.1,0
68134.01,60,2.65,2.02,3,27.9,47,36.8,1
54125.39,13,1.73,4.2,3,1.7,9,47.7,0
53277.83,64,2.64,4.02,6,2.5,16,48.4,0
32039.46,17,3.77,4.63,5,9.4,6,42.8,0
85241.52,34,3.52,2.75,6,13.3,11,79.3,1
58038.69,38,3.33,2.82,5,13.9,8,69.2,0
55704.04,10,4.39,4.24,6,4.1,10,26.6,0
214752.83,28,3.44,4.29,6,5.4,21,50.7,0
67474.24,66,2.74,4.44,8,2.1,21,41.8,0
44324.09,5,2.64,4.31,2,4.7,5,16.2,0
50486.28,106,3.01,3.65,5,1.8,3,11.4,1
94786.12,6,2.84,3.18,4,6.9,6,14.3,0
62649.32,37,3.96,4.01,2,1.8,32,99.1,0
33680.99,11,3.54,3.19,6,10.6,11,20.3,0
86482.0,41,2.94,3.57,7,0.8,12,31.9,0
45832.21,59,2.97,3.23,6,4.2,0,32.4,1
126667.28,50,3.76,3.69,9,3.7,44,69.5,0
92228.02,55,4.01,4.37,4,1.5,14,39.2,0
50064.69,26,1.73,3.26,5,0.1,7,40.4,0
99948.12,11,3.06,3.15,3,0.8,11,44.4,0
61521.51,66,3.27,3.43,0,17.2,11,33.4,0
84213.41,93,3.64,2.67,8,14.2,17,67.2,0
72685.2,33,3.29,3.96,5,0.6,11,59.0,0
42678.79,25,3.53,3.58,7,2.3,4,28.1,0
46285.32,19,3.01,3.48,7,3.1,19,30.3,0
90398.62,48,2.56,3.73,5,3.3,14,37.5,0
52370.04,56,3.83,2.47,2,1.8,36,14.0,0
50946.97,25,3.85,4.48,6,12.2,3,51.7,0
40861.8,74,3.72,3.14,3,12.0,24,62.6,1
70929.35,46,3.86,3.24,9,0.1,19,21.1,0
136627.01,33,2.42,4.11,2,5.2,33,85.8,0
39065.18,38,2.79,3.93,3,0.4,16,21.6,0
60457.01,16,4.1,4.9,11,4.6,16,15.9,0
105333.65,48,3.48,2.82,6,10.1,4,41.8,0
57996.82,17,3.24,2.84,1,5.2,0,67.9,0
71750.4,23,3.0,2.66,8,3.2,23,43.5,0
39145.57,30,4.21,3.59,8,15.8,30,28.1,0
71063.05,85,1.78,3.31,8,6.9,3,49.0,1
55555.75,36,3.44,3.01,3,1.4,6,25.8,0
88813.33,18,3.15,3.45,8,2.4,18,59.6,0
96274.08,38,2.2,2.78,7,7.1,38,9.6,0
168691.26,44,4.49,4.58,4,0.1,12,21.5,0
75497.38,62,1.05,3.01,6,0.3,17,11.9,1
68208.09,31,3.3,3.1,7,9.8,17,15.3,0
64715.35,20,3.62,1.83,2,0.2,16,39.4,0
51986.2,97,2.42,2.35,8,5.7,7,23.3,0
68555.13,38,3.42,3.09,14,1.9,19,64.1,1
53201.37,18,3.02,3.29,6,8.7,16,30.2,0
64047.76,31,3.99,4.0,2,9.4,9,50.8,0
101421.36,23,5.0,2.45,3,15.3,23,17.6,0
40029.94,64,3.47,3.82,5,0.5,4,41.4,0
94461.86,44,3.68,3.94,8,2.7,44,52.5,0
101401.79,26,2.42,3.97,5,4.3,23,23.3,0
57112.17,56,3.37,4.22,1,12.4,30,32.2,0
25623.32,29,2.9,2.69,4,1.5,6,28.7,1
46951.54,30,3.82,3.88,7,0.4,30,35.7,1
100588.96,19,2.06,4.74,12,1.1,13,23.7,1
59328.96,19,2.34,4.48,1,3.4,19,32.4,0
40146.04,94,4.14,4.82,6,5.7,18,32.5,0
48927.26,55,3.37,3.67,2,5.9,4,76.4,0
83805.01,8,4.26,3.09,1,0.4,3,32.9,0
74510.36,16,3.49,1.73,12,7.2,16,52.3,0
54416.74,14,3.61,2.63,5,5.4,1,44.7,0
51702.96,33,2.95,3.13,9,2.6,15,40.5,1
51189.86,24,3.05,3.26,3,4.2,24,22.5,0
41399.99,71,3.97,2.95,4,7.3,27,60.2,0
114250.68,26,3.09,3.74,3,1.5,10,26.4,0
52631.59,88,4.15,3.64,1,14.1,12,42.3,0
97427.46,30,3.11,3.53,4,0.7,30,21.5,0
110031.99,99,2.26,4.05,6,11.6,12,17.0,0
89261.39,28,2.18,3.17,5,6.8,15,54.2,0
50380.12,28,3.06,4.27,4,5.4,7,17.9,0
70367.87,54,3.93,2.66,6,0.4,23,19.7,0
59297.46,50,2.67,3.29,4,12.6,50,14.2,1
41710.96,12,3.79,3.72,2,1.8,12,40.8,0
68168.9,33,3.28,2.16,7,6.8,4,14.3,1
37361.05,24,3.68,3.15,3,10.8,5,64.8,0
96285.38,23,2.97,4.0,3,1.4,20,41.6,0
49719.53,33,3.35,3.2,4,12.3,9,16.7,0
64890.98,26,3.95,2.22,4,4.7,26,39.7,0
